"ANNREF","CANTON","CANTON_MOD","CANTON_LIB","RA_3010_DIM2","RA_3010_DIM2_MOD","RA_3010_DIM2_LIB","RA_3010_DIM3","RA_3010_DIM3_MOD","RA_3010_DIM3_LIB","N118","N118_MOD","N118_LIB","N027","N027_MOD","N027_LIB","VALEUR","QUALITE","�..NOM"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",4,"Vaches allaitantes","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",4,"Vaches allaitantes","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",10.01,"Exploitation",NA,"NON","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",4,"Vaches allaitantes","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",40,"Cheptel",NA,"NON","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",4,"Vaches allaitantes","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"NON","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",4,"Vaches allaitantes","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"NON","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",4,"Vaches allaitantes","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"NON","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",4,"Vaches allaitantes","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"NON","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",5,"Bovins d'un an ou plus","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",10.01,"Exploitation",9,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",5,"Bovins d'un an ou plus","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",40,"Cheptel",81,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",5,"Bovins d'un an ou plus","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",10.01,"Exploitation",5,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",5,"Bovins d'un an ou plus","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",40,"Cheptel",32,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",5,"Bovins d'un an ou plus","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",10.01,"Exploitation",4,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",5,"Bovins d'un an ou plus","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",40,"Cheptel",49,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",6,"Bovins de moins d'un an","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",10.01,"Exploitation",9,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",6,"Bovins de moins d'un an","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",40,"Cheptel",111,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",6,"Bovins de moins d'un an","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",10.01,"Exploitation",4,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",6,"Bovins de moins d'un an","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",40,"Cheptel",35,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",6,"Bovins de moins d'un an","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",10.01,"Exploitation",5,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",6,"Bovins de moins d'un an","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",40,"Cheptel",76,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",7,"Total Equidés","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",10.01,"Exploitation",9,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",7,"Total Equidés","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",40,"Cheptel",26,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",7,"Total Equidés","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"NON","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",7,"Total Equidés","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"NON","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",7,"Total Equidés","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",7,"Total Equidés","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",8,"Chèvres","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",10.01,"Exploitation",6,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",8,"Chèvres","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",40,"Cheptel",885,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",8,"Chèvres","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",10.01,"Exploitation",6,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",8,"Chèvres","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",40,"Cheptel",885,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",8,"Chèvres","Taille du troupeau",6,"Dont 150 têtes ou plus (chèvres, brebis nourrices)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",10.01,"Exploitation",3,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",8,"Chèvres","Taille du troupeau",6,"Dont 150 têtes ou plus (chèvres, brebis nourrices)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",40,"Cheptel",520,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",8,"Chèvres","Taille du troupeau",6,"Dont 150 têtes ou plus (chèvres, brebis nourrices)","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",10.01,"Exploitation",3,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",8,"Chèvres","Taille du troupeau",6,"Dont 150 têtes ou plus (chèvres, brebis nourrices)","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",40,"Cheptel",520,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",9,"Brebis nourrices","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",10.01,"Exploitation",NA,"NON","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",9,"Brebis nourrices","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",40,"Cheptel",NA,"NON","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",9,"Brebis nourrices","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"NON","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",9,"Brebis nourrices","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"NON","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",9,"Brebis nourrices","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"NON","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",9,"Brebis nourrices","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"NON","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",9,"Brebis nourrices","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",10.01,"Exploitation",NA,"NON","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",9,"Brebis nourrices","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",40,"Cheptel",NA,"NON","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",9,"Brebis nourrices","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"NON","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",9,"Brebis nourrices","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"NON","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",9,"Brebis nourrices","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"NON","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",9,"Brebis nourrices","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"NON","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",10,"Brebis laitières","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",10.01,"Exploitation",NA,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",10,"Brebis laitières","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",40,"Cheptel",NA,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",10,"Brebis laitières","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"NON","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",10,"Brebis laitières","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"NON","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",10,"Brebis laitières","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",10,"Brebis laitières","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",10,"Brebis laitières","Taille du troupeau",7,"Dont 200 têtes ou plus (brebis laitières, truies)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",10.01,"Exploitation",NA,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",10,"Brebis laitières","Taille du troupeau",7,"Dont 200 têtes ou plus (brebis laitières, truies)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",40,"Cheptel",NA,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",10,"Brebis laitières","Taille du troupeau",7,"Dont 200 têtes ou plus (brebis laitières, truies)","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",10,"Brebis laitières","Taille du troupeau",7,"Dont 200 têtes ou plus (brebis laitières, truies)","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",11,"Total Porcins","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",10.01,"Exploitation",3,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",11,"Total Porcins","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",40,"Cheptel",315,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",11,"Total Porcins","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"NON","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",11,"Total Porcins","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"NON","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",11,"Total Porcins","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"NON","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",11,"Total Porcins","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"NON","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",12,"Truies reproductrices de 50 kg ou plus","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",10.01,"Exploitation",NA,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",12,"Truies reproductrices de 50 kg ou plus","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",40,"Cheptel",NA,"OUI","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",12,"Truies reproductrices de 50 kg ou plus","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"NON","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",12,"Truies reproductrices de 50 kg ou plus","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"NON","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",12,"Truies reproductrices de 50 kg ou plus","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"NON","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",12,"Truies reproductrices de 50 kg ou plus","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"NON","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",12,"Truies reproductrices de 50 kg ou plus","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",10.01,"Exploitation",NA,"NON","RA_3010"
2000,"CANTON","2B16","Campoloro-di-Moriani","Cheptel",12,"Truies reproductrices de 50 kg ou plus","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",40,"Cheptel",NA,"NON","RA_3010"
